production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2025-06-06,488,12,138,4,12,"Took down wind tarps around well bay and fuel gas.
Installed new ground on pipeline pump motor.
Cleaned up sump skids and cleaned up on sump deck.
Hooked up tubing for coolant line for gas generator to be able to fill the day tank 
from the top deck.
Bumped C 2 choke from a 17 to a 16.5 .
Re running a test on the B 2 well. The gas rate came out a little low on the test
Cleaned up and painted dump valve on water skimmer.
Demoed out some old tubing on the platform.
HI- 547
C.
Made visit with Charles to get drawing for upcoming work.
Had issues with haskel pumps behind the panel they are both leaking from the 
exhaust. We couldn
’
t find the spare we had so we robbed an old pump from B and 
tried to get it going but was un successful. We ordered a pump and 2 repair kits and 209 has a repair kit we will get from them tomorrow and try and rebuild one.",2025-06-07__Arena Partner DPR.pdf
2025-06-07,465,21,143,4,7,"? Batch treated system with biocide and floated over sump
? Made monthly visit to HI- 474 with Charles.
? Made visit and surveyed HI- 582
D
? Continued picking up around platform.
? Replaced grounding cables on buckets
? Topped of compressor day tank.
? Tried to rebuild Haskel pump. changed out all the O-rings that we had and the 
pump still leaked out of the exhaust port. It looks like it
’
s some type of wiper 
packing that did not come with the rebuild kit. We are looking for the part number 
online to get it ordered.
HI- 547
C
? Made visit and pulled Haskel pump out of panel.",2025-06-08__Arena Partner DPR.pdf
2025-06-08,379,16,146,11,7,"6/8/25
? Held monthly EEP drill on ship collision.
? Worked around platform and stenciled some stuff.
? Worked on doing some painting around platform
? Summited well test on the B 1 and C 2
? Dropped choke size on C 2 to 15
 
1/2 .
? Put B 4 into test separator
? Inputted monthly paperwork for HI- 474 into Sems and Veris
HI- 547
C
? No Visit",2025-06-09__Arena Partner DPR.pdf
2025-06-09,379,14,150,9,7,"? Offloaded groceries and supplies from boat.
? Got paperwork together and Wire line went over to C platform and started 
offloading and staging equipment.
? Had issues with compressor last night going down on Loss of RPM. We adjusted 
the Carbs and got it back running.
? Changed out charts on Barton recorders.
? Restarted well test on the B 4 well.
HI- 547
C
? Worked with Wireline getting equipment set up to start work tomorrow.
? Changed out Haskel pump in well panel.",2025-06-10__Arena Partner DPR.pdf
2025-06-10,30,1,10,6,0,"? Shut platform in at 
10:30
am for wireline to work on the C 2 well.
? Had pre-Job meeting for C 2 wireline work.
? Tested all SCSSV
’
s on B platform. During testing we found that the B 4 wing valve
packing was leaking. Also found the Wing SDV was cut. Danos will be coming out 
tomorrow to make repairs.
? Put in a parts Req for Batteries for HI- 582
D
? Worked on trying to get parts needed to rebuild haskel pump on C platform. Still 
waiting on a call back.
? Had issues with compressor going down on Loss of RPM last night. Talked to chris 
when we come back online he will send a mechanic out to come check it out.
HI- 547
C
? Wireline over working on setting plug in the C 2 well.
? Changed out haskel pump in the C 2 panel.",2025-06-11__Arena Partner DPR.pdf
2025-06-11,0,0,0,0,0,"Had issues with B crane this morning not wanting to start. We found a bad wire and 
the battery didn
’
t have enough amps to start. We got it going and should have a 
new battery coming out to replace.
Danos out and changed out the guts on the B 4 SDV and the bonnet on the wing
valve. We had some acid that got hung up in the SDV which caused our issues.
Preformed weekly inspections except the fire water pump due to it being down due 
to platform being ESD for the C 2 wire line work.
Filled out SCSSV paperwork for the B well uploaded into SEMS and put in the file.
Notified QI of spill on C platform due to the hose on the anti 2 block. Still waiting
for the spill report so I can finish up event into Sems.
HI- 547
C
Wireline over there running E line today. 
Had a leak on the Anti 2 block for the fast line. We had a hose we were able to get it
replace. We sent some pics out to Gulf Crane and will be getting some more hoses 
out to replace along with some fittings.",2025-06-12__Arena Partner DPR.pdf
2025-06-12,0,0,0,0,0,"? Changed out packing on the LP oil dump valve.
? Found a wheel unit on production deck that the tire didn
’
t want to spin. We 
pulled it apart and got it greased up and working properly
? Cleaned up on top deck. We made hangers to hang the hoses instead of them 
sitting on the deck.
? Got a crane battery heading down to the dock to change the one over here on B 
platform.
? Cleaned up pipeline pump skid.
? Worked on door latches on gas generator enclosure.
? Wireline was on weather hold for the day due to sea and wind conditions.
HI- 547
C
? No visit.",2025-06-13__Arena Partner DPR.pdf
2025-06-13,0,0,0,0,0,"? ESSI out to preform quarterly fire and gas and Nav-Aid inspection.
? Received new battery for crane and installed this morning.
? Received head and fuel regulator back from Pelstar. Placed head in the 
compressor locker and fuel regulator in tool room.
? Loaded up bad batteries from C platform into pallet box to send in.
? Was having issues with Ac upstairs not wanting to keep up. We washed out coils 
and washed down. Its still not wanting to keep up but the air temp dropped from 
68-61 degrees coming out of vents. We will continue to monitor.
? Put blanks on MBD- 0100 panel were we had some holes.
? Working in smart for all of white fleet platforms trying to figure out what need to 
be done on each facility.
? Worked with gulf crane trying to get part coming from last quarterly inspection. 
They never quoted out the deficiency parts from the last inspection.
HI- 547
C
? Wire line working on C 2 well.
? BSEE made visit to look at  crane and wireline stuff.",2025-06-14__Arena Partner DPR.pdf
2025-06-14,0,0,0,0,0,"? Worked the boat this morning. Offloaded groceries and also took on diesel and 
took on water.
? Offloaded supplies. We got a new mag and carburetor kit. Also received 2 heads
for compressor.
? Changed out fire water hose under the crane and replaced with new one along 
with a new nozzle.
? Backloaded an 8
x 16 basket with grating for EC- 328
? Worked on Coupa orders and inputted invoices from crane parts and valves from 
the B 4 repair.
? Worked on Coupa supply order.
? Went to HI- 58
D. preformed monthly life saving and fire fighting inspections. ESSI 
was able to get fog horn back working and check Nav-aids. There is one Nav-aid on 
the NW side of the platform that he was unable to get to due to it being barricaded 
off. He will need some parts for the Fog horn. We will get with White fleet about 
what we found and order parts as needed.
? Went to HI- 472
. Parts that were ordered to make repairs to Nav-aid and Fog horn 
are not on location. Everything is working for now but we will get with white fleet 
and find out were everything is at. Preformed monthly fire fighting and life saving 
inspection but there is a lot of stuff that is not there according to drawings. Will 
also get with there compliance about that.
? Went to HI- 474 preformed quarterly Nav-aid inspection. All is good with that. Also
walked drawings down we will send off to drew.
HI- 547
C
? Wire line working on C 2
. They preformed gauge ring run and tagged top of 
cement. Made 2 shifting tool runs to close sleeves in upper zone. Topped sleve got
closed but was unable to close bottom sleeve. Blake is summitting rpm to waive the 
pressure test.",2025-06-15__Arena Partner DPR.pdf
2025-06-15,590,0,108,4,0,"ESSI and heath went to WC- 544 to do monthly and quarterly Nav-Aid inspection
Brought platform online at 
2:00
pm.
Had issues with the fire and gas shut down on the master panel  We found some of 
the wires were loose wear it terminated into the box on the side of the master 
panel.
Wireline equipment came over from C platform and we spotted equipment on the 
deck this after noon.
Worked most of the afternoon leveling out platform.
HI- 547
C
Wireline went over and shifted sleeve on the C 2 and turned well back over to us.
Changed out fan belt on crane due to it starting to want to break.",2025-06-16__Arena Partner DPR.pdf
2025-06-16,724,11,152,5,9,"? Worked with wireline grounding there equipment down and getting everything 
prepared to go down hole.
? Wireline went and closed sleeves in the B 4 . working on backloading wireline
equipment and offloading pump equipment
? Worked on trying to get over bored water line un stopped. We didn
’
t have much 
luck with that.
? Batch treated system with biocide.
? Swapped over to gas generator this morning.
? Started test on the C 2 well.
? Attempting to bring on the B 4 well this afternoon. Having issues getting the well
to want to flow. 
? Had issues with water turbine meter on the test separator. Found big chunks of 
scale that was stopping it up.
? Made visit to HI- 465 and preformed monthly and Nav-Aid inspection with ESSI
? Went to WC- 544 and backloaded basket
? Trying to get with white fleet about Nav-Aid inspection deficiencies but haven
’
t 
got anything back from them.
? Batteries for 582
D ended up at 368
A. tried getting in touch with pat with no luck.
HI- 547
C
? Made visit and pulled S/O",2025-06-17__Arena Partner DPR.pdf
2025-06-17,653,11,147,5,9,"? Worked with wireline this morning on setting up to pump acid.
? Turned in test on the B 4 and C 2 .
? Put in order for tote of oil and a tote of biocide 
? Made monthly visit to HI- 536
. We will need to order 
? Offloaded and backloaded boat for 3
hrs. 
? Sent in Emily rose to the dock to offload equipment and supplies
? Pumped Acid on the B 4 .
HI- 547
C
? No Visit",2025-06-18__Arena Partner DPR.pdf
2025-06-18,686,17,156,5,9,"? Made Crew change
? Preformed weekly inspections
? Rose field out. Sent an operator to go around the field with them to 474 and 472
 
for there inspections.
? Started flow back on the B 4 well. Had issues getting it unloaded about it looks like
its coming around good now.
? Placed an order for batteries for HI- 536 that were written up during the quarterly
inspections.
HI- 547
? Made visit and offloaded wireline equipment back on boat.",2025-06-19__Arena Partner DPR.pdf
2025-06-19,634,14,153,5,9,"Worked with wireline rig down off of the B 4 and backload equipment to go over to
C platform
? Worked on the B 4 flow back.
? Gensis out and proved the Gas sales meter. Uploaded paperwork into Veris and 
SEMS
? Had issues with float cell not keeping up with water this morning. Messes with it 
and got level adjusted seems to be working ok now.
? Bumped up water clarifier rate 1 qt per day due to increase water production.
? Offloaded Eco serve equipment and took on water from the boat.
? Messed with compressor it started that swinging rpm stuff again. Was able to 
speed it up a little bit and settle it out some. We will continue to monitor.
HI- 547
C
? Made visit and offloaded wire line equipment.",2025-06-20__Arena Partner DPR.pdf
2025-06-20,458,13,159,5,9,"? Worked on overboard water line with Eco serve getting it un clogged. We lanced it 
twice and ran a camera down the pipe and got it cleared out.
? Working on the B 4 flow back and well test
? Put in a incident for one of the wire line crew who got some wire stuck in his arm 
while rigging up.
? Moved parts for crane over to HI- 547
C
? Working on catching up JSA
’
s and paperwork getting uploaded into SEMS and 
Veris
? Worked on air shuttle for wet oil tank pump. it was wanting to stick so we took it 
apart and cleaned it out
? Trying to figure out smart program.
HI- 547
C
? Went over with wireline and rigged up and ran gauge run.",2025-06-21__Arena Partner DPR.pdf
